sno,category,Jira,case_Type,def_vals,Raw_Acceptance_Criteria,Acceptance_Criteria
1560,Business Associate,288,,,"AC09 - Check that -99997 is not returned for BE_AssocCntEv, BE_AssocCnt2Y, BE_AssocExecCntEv, BE_AssocExecCnt2Y, BE_AssocNexecCntEv, BE_AssocNexecCnt2Y. BE_AssocPct2Y, BE_AssocExecPct2Y, and BE_AssocNexecPct2Y",BE_AssocNexecCntEv not in [-99997]
1561,Business Associate,288,,,"AC09 - Check that -99997 is not returned for BE_AssocCntEv, BE_AssocCnt2Y, BE_AssocExecCntEv, BE_AssocExecCnt2Y, BE_AssocNexecCntEv, BE_AssocNexecCnt2Y. BE_AssocPct2Y, BE_AssocExecPct2Y, and BE_AssocNexecPct2Y",BE_AssocNexecCnt2Y not in [-99997]
1562,Business Associate,288,,,"AC09 - Check that -99997 is not returned for BE_AssocCntEv, BE_AssocCnt2Y, BE_AssocExecCntEv, BE_AssocExecCnt2Y, BE_AssocNexecCntEv, BE_AssocNexecCnt2Y. BE_AssocPct2Y, BE_AssocExecPct2Y, and BE_AssocNexecPct2Y",BE_AssocPct2Y not in [-99997]
1563,Business Associate,288,,,"AC09 - Check that -99997 is not returned for BE_AssocCntEv, BE_AssocCnt2Y, BE_AssocExecCntEv, BE_AssocExecCnt2Y, BE_AssocNexecCntEv, BE_AssocNexecCnt2Y. BE_AssocPct2Y, BE_AssocExecPct2Y, and BE_AssocNexecPct2Y",BE_AssocExecPct2Y not in [-99997]
1564,Business Associate,288,,,"AC09 - Check that -99997 is not returned for BE_AssocCntEv, BE_AssocCnt2Y, BE_AssocExecCntEv, BE_AssocExecCnt2Y, BE_AssocNexecCntEv, BE_AssocNexecCnt2Y. BE_AssocPct2Y, BE_AssocExecPct2Y, and BE_AssocNexecPct2Y",BE_AssocNexecPct2Y not in [-99997]
1565,Business Associate,288,,,"AC10 - Check when BE_AssocCntEv= 0, BE_AssocExecCntEv, BE_AssocNexecCntEv, BE_AssocPct2Y= -99998",( BE_AssocCntEv <> 0 ) or ( BE_AssocCntEv == 0 and  BE_AssocExecCntEv == BE_AssocNexecCntEv == BE_AssocPct2Y == -99998 )
1566,Business Associate,288,,,"AC11- Check when BE_AssocCnt2Y= 0, BE_AssocExecCnt2Y, BE_AssocNexecCnt2Y = -99998",( BE_AssocCnt2Y <> 0 ) or ( BE_AssocCnt2Y == 0 and  BE_AssocExecCnt2Y == BE_AssocNexecCnt2Y == -99998 )
1567,Business Associate,288,,,"AC12- Check when BE_AssocExecCntEv = 0, then BE_AssocExecPct2Y = -99998",( BE_AssocExecCntEv <> 0 ) or ( BE_AssocExecCntEv == 0 and BE_AssocExecPct2Y == -99998 )
1568,Business Associate,288,,,"AC13 - Check when BE_AssocNexecCntEv = 0, then BE_AssocNexecPct2Y = -99998",( BE_AssocNexecCntEv <> 0 ) or ( BE_AssocNexecCntEv == 0 and BE_AssocNexecPct2Y == -99998 )
1569,Business Associate,288,,,"AC14 - Check BE_AssocCntEv, BE_AssocCnt2Y, BE_AssocExecCntEv, BE_AssocExecCnt2Y, BE_AssocNexecCntEv and BE_AssocNexecCnt2Y  range 0-99999 (except for -99999, -99998)","BE_AssocCntEv in [-99999,-99998] or BE_AssocCntEv in range(0, 100000)"
1570,Business Associate,288,,,"AC14 - Check BE_AssocCntEv, BE_AssocCnt2Y, BE_AssocExecCntEv, BE_AssocExecCnt2Y, BE_AssocNexecCntEv and BE_AssocNexecCnt2Y  range 0-99999 (except for -99999, -99998)","BE_AssocCnt2Y in [-99999,-99998] or BE_AssocCnt2Y in range(0, 100000)"
1571,Business Associate,288,,,"AC14 - Check BE_AssocCntEv, BE_AssocCnt2Y, BE_AssocExecCntEv, BE_AssocExecCnt2Y, BE_AssocNexecCntEv and BE_AssocNexecCnt2Y  range 0-99999 (except for -99999, -99998)","BE_AssocExecCntEv in [-99999,-99998] or BE_AssocExecCntEv in range(0, 100000)"
1572,Business Associate,288,,,"AC14 - Check BE_AssocCntEv, BE_AssocCnt2Y, BE_AssocExecCntEv, BE_AssocExecCnt2Y, BE_AssocNexecCntEv and BE_AssocNexecCnt2Y  range 0-99999 (except for -99999, -99998)","BE_AssocExecCnt2Y in [-99999,-99998] or BE_AssocExecCnt2Y in range(0, 100000)"
1573,Business Associate,288,,,"AC14 - Check BE_AssocCntEv, BE_AssocCnt2Y, BE_AssocExecCntEv, BE_AssocExecCnt2Y, BE_AssocNexecCntEv and BE_AssocNexecCnt2Y  range 0-99999 (except for -99999, -99998)","BE_AssocNexecCntEv in [-99999,-99998] or BE_AssocNexecCntEv in range(0, 100000)"
1574,Business Associate,288,,,"AC14 - Check BE_AssocCntEv, BE_AssocCnt2Y, BE_AssocExecCntEv, BE_AssocExecCnt2Y, BE_AssocNexecCntEv and BE_AssocNexecCnt2Y  range 0-99999 (except for -99999, -99998)","BE_AssocNexecCnt2Y in [-99999,-99998] or BE_AssocNexecCnt2Y in range(0, 100000)"
1575,Business Associate,288,,,"AC15- Check BE_AssocPct2Y, BE_AssocExecPct2Y, and BE_AssocNexecPct2Y range 0.00 - 100.00 (except for -99999, -99998)","( BE_AssocPct2Y in [-99999,-99998] ) or ( BE_AssocPct2Y >= 0.0 and BE_AssocPct2Y <= 100.00 )"
1576,Business Associate,288,,,"AC15- Check BE_AssocPct2Y, BE_AssocExecPct2Y, and BE_AssocNexecPct2Y range 0.00 - 100.00 (except for -99999, -99998)","( BE_AssocExecPct2Y in [-99999,-99998] ) or ( BE_AssocExecPct2Y >= 0.0 and BE_AssocExecPct2Y <= 100.00 )"
1577,Business Associate,288,,,"AC15- Check BE_AssocPct2Y, BE_AssocExecPct2Y, and BE_AssocNexecPct2Y range 0.00 - 100.00 (except for -99999, -99998)","( BE_AssocNexecPct2Y in [-99999,-99998] ) or ( BE_AssocNexecPct2Y >= 0.0 and BE_AssocNexecPct2Y <= 100.00 )"
1578,Business Associate,288,,,"AC16 - Check that BE_AssocExecCntEv+ BE_AssocNexecCntEv= BE_AssocCntEv(except for -99999, -99998)","( BE_AssocExecCntEv in [-99999,-99998] or BE_AssocNexecCntEv in [-99999,-99998] or BE_AssocCntEv in [-99999,-99998]) or ((  BE_AssocExecCntEv not in [-99999,-99998] or BE_AssocNexecCntEv not in [-99999,-99998] or BE_AssocCntEv not in [-99999,-99998] ) and (  BE_AssocExecCntEv + BE_AssocNexecCntEv == BE_AssocCntEv )) "
1579,Business Associate,288,,,"AC17 - Check that BE_AssocExecCnt2Y+ BE_AssocNexecCnt2Y= BE_AssocCnt2Y(except for -99999, -99998)","( BE_AssocExecCnt2Y in [-99999,-99998] or BE_AssocNexecCnt2Y in [-99999,-99998] or BE_AssocCnt2Y in [-99999,-99998]) or ((  BE_AssocExecCnt2Y not in [-99999,-99998] or BE_AssocNexecCnt2Y not in [-99999,-99998] or BE_AssocCnt2Y not in [-99999,-99998] ) and ( BE_AssocExecCnt2Y + BE_AssocNexecCnt2Y == BE_AssocCnt2Y )) "
1580,Business Associate,288,,,"AC18 - Check when BE_AssocCnt2Y = 0, then BE_AssocPct2Y = 0.00 (except for -99999, -99998)","( ( BE_AssocCnt2Y <> 0 or BE_AssocCnt2Y in [-99999,-99998] or ("" BE_AssocPct2Y "".strip().lstrip('-').isdigit() and int( "" BE_AssocPct2Y "" ) in [-99999,-99998]) or ('.' in "" BE_AssocPct2Y "" and round(float("" BE_AssocPct2Y "")) in [-99999,-99998])) or ( BE_AssocCnt2Y == 0 and BE_AssocPct2Y == 0 or "" BE_AssocPct2Y "".strip() in ['0','0.00'] ) )"
1581,Business Associate,288,,,"AC19 - Check when BE_AssocExecCnt2Y= 0, then BE_AssocExecPct2Y = 0.00 (except for -99999, -99998)","( ( BE_AssocExecCnt2Y <> 0 or BE_AssocExecCnt2Y in [-99999,-99998] or ("" BE_AssocExecPct2Y "".strip().lstrip('-').isdigit() and int( "" BE_AssocExecPct2Y "" ) in [-99999,-99998]) or ('.' in "" BE_AssocExecPct2Y "" and round(float("" BE_AssocExecPct2Y "")) in [-99999,-99998])) or ( BE_AssocExecCnt2Y == 0 and BE_AssocExecPct2Y == 0 or "" BE_AssocExecPct2Y "".strip() in ['0','0.00'] ) )"
1582,Business Associate,288,,,"AC20 - Check when BE_AssocNexecCnt2Y= 0, then BE_AssocNexecPct2Y = 0.00 (except for -99999, -99998)","( ( BE_AssocNexecCnt2Y <> 0 or BE_AssocNexecCnt2Y in [-99999,-99998] or ("" BE_AssocNexecPct2Y "".strip().lstrip('-').isdigit() and int( "" BE_AssocNexecPct2Y "" ) in [-99999,-99998]) or ('.' in "" BE_AssocNexecPct2Y "" and round(float("" BE_AssocNexecPct2Y "")) in [-99999,-99998])) or ( BE_AssocNexecCnt2Y == 0 and BE_AssocNexecPct2Y == 0 or "" BE_AssocNexecPct2Y "".strip() in ['0','0.00'] ) )"
1583,Business Associate,288,,,"AC21 - Check when BE_AssocExecCntEv = -99998, then BE_AssocExecPct2Y = -99998",( BE_AssocExecCntEv <> -99998  ) or ( BE_AssocExecCntEv == -99998 and BE_AssocExecPct2Y == -99998 )
1584,Business Associate,288,,,"AC22 - Check when BE_AssocNexecCntEv = -99998, then BE_AssocNexecPct2Y = -99998",( BE_AssocNexecCntEv <> -99998  ) or ( BE_AssocNexecCntEv == -99998 and BE_AssocNexecPct2Y == -99998 )
1585,Business Associate,5570,,,"AC05 - Check that when B_LexIDLegal = -99999, all fields are -99999",( B_LexIDLegal <> -99999  ) or ( B_LexIDLegal == -99999 and BE_AssocEmailFlag2Y == BE_AssocExecEmailFlag2Y == BE_AssocNexecEmailFlag2Y == -99999 )
1586,Business Associate,5570,,,"AC06 - Check when  B_LexIDLegalSeenFlag is 0, all fields are -99999 ",( B_LexIDLegalSeenFlag <> 0  ) or ( B_LexIDLegalSeenFlag == 0 and BE_AssocEmailFlag2Y == BE_AssocExecEmailFlag2Y == BE_AssocNexecEmailFlag2Y == -99999 )
1587,Business Associate,5570,,,"AC08 - Check when BE_AssocCnt2Y = 0, BE_AssocEmailFlag2Y = -99998",( BE_AssocCnt2Y <> 0  ) or ( BE_AssocCnt2Y == 0 and BE_AssocEmailFlag2Y == -99998 )
1588,Business Associate,5570,,,"AC09 - Check when BE_AssocExecCnt2Y = 0, BE_AssocExecEmailFlag2Y= -99998",( BE_AssocExecCnt2Y <> 0  ) or ( BE_AssocExecCnt2Y == 0 and BE_AssocExecEmailFlag2Y == -99998 )
1589,Business Associate,5570,,,"AC10 - Check when BE_AssocNexecCnt2Y = 0, BE_AssocNexecEmailFlag2Y = -99998",( BE_AssocNexecCnt2Y <> 0  ) or ( BE_AssocNexecCnt2Y == 0 and BE_AssocNexecEmailFlag2Y == -99998 )
1590,Business Associate,5570,,,"AC11 - Check that -99997 is not returned for BE_AssocEmailFlag2Y, BE_AssocExecEmailFlag2Y,BE_AssocNexecEmailFlag2Y",BE_AssocEmailFlag2Y not in [-99997]
1591,Business Associate,5570,,,"AC11 - Check that -99997 is not returned for BE_AssocEmailFlag2Y, BE_AssocExecEmailFlag2Y,BE_AssocNexecEmailFlag2Y",BE_AssocExecEmailFlag2Y not in [-99997]
1592,Business Associate,5570,,,"AC11 - Check that -99997 is not returned for BE_AssocEmailFlag2Y, BE_AssocExecEmailFlag2Y,BE_AssocNexecEmailFlag2Y",BE_AssocNexecEmailFlag2Y not in [-99997]
1593,Business Associate,5570,,,"AC12 - Check BE_AssocEmailFlag2Y, BE_AssocExecEmailFlag2Y,BE_AssocNexecEmailFlag2Y range 0 - 1 (except for -99999, -99998)","BE_AssocEmailFlag2Y in [-99999,-99998] or BE_AssocEmailFlag2Y in range(0, 2)"
1594,Business Associate,5570,,,"AC12 - Check BE_AssocEmailFlag2Y, BE_AssocExecEmailFlag2Y,BE_AssocNexecEmailFlag2Y range 0 - 1 (except for -99999, -99998)","BE_AssocExecEmailFlag2Y in [-99999,-99998] or BE_AssocExecEmailFlag2Y in range(0, 2)"
1595,Business Associate,5570,,,"AC12 - Check BE_AssocEmailFlag2Y, BE_AssocExecEmailFlag2Y,BE_AssocNexecEmailFlag2Y range 0 - 1 (except for -99999, -99998)","BE_AssocNexecEmailFlag2Y in [-99999,-99998] or BE_AssocNexecEmailFlag2Y in range(0, 2)"
1596,Business Associate,5570,,,"AC13 - Check if BE_AssocEmailFlag2Y = 0 then BE_AssocExecEmailFlag2Y, BE_AssocNexecEmailFlag2Y = 0 (except for -99999, -99998)","( BE_AssocEmailFlag2Y <> 0 or BE_AssocEmailFlag2Y in [-99999,-99998] or BE_AssocExecEmailFlag2Y in [-99999,-99998] or BE_AssocNexecEmailFlag2Y in [-99999,-99998]) or ( BE_AssocEmailFlag2Y == 0 and BE_AssocExecEmailFlag2Y == BE_AssocNexecEmailFlag2Y == 0 )"
1597,Business Associate,5570,,,"AC14 - Check if BE_AssocExecEmailFlag2Y = 1 then BE_AssocEmailFlag2Y = 1 (except for -99999, -99998)","( BE_AssocExecEmailFlag2Y <> 1 or BE_AssocEmailFlag2Y in [-99999,-99998] or BE_AssocExecEmailFlag2Y in [-99999,-99998]) or ( BE_AssocExecEmailFlag2Y == 1 and BE_AssocEmailFlag2Y == 1 )"
1598,Business Associate,5570,,,"AC15 - Check if BE_AssocNexecEmailFlag2Y = 1 then BE_AssocEmailFlag2Y = 1 (except for -99999, -99998)","( BE_AssocNexecEmailFlag2Y <> 1 or BE_AssocEmailFlag2Y in [-99999,-99998] or BE_AssocNexecEmailFlag2Y in [-99999,-99998]) or ( BE_AssocNexecEmailFlag2Y == 1 and BE_AssocEmailFlag2Y == 1 )"
1599,Business Associate,5570,,,"AC16 - Check if BE_AssocExecCnt2Y = -99998, then BE_AssocExecEmailFlag2Y = -99998",( BE_AssocExecCnt2Y <> -99998  ) or ( BE_AssocExecCnt2Y == -99998 and BE_AssocExecEmailFlag2Y == -99998 )
1600,Business Associate,5570,,,"AC17 - Check if BE_AssocNexecCnt2Y = -99998, then BE_AssocNexecEmailFlag2Y = -99998",( BE_AssocNexecCnt2Y <> -99998  ) or ( BE_AssocNexecCnt2Y == -99998 and BE_AssocNexecEmailFlag2Y == -99998 )
1601,Best PII,1504,,,"AC02 - Check for each record that when P_LexID = -99999 or P_LexIDSeenFlag = 0, then PL_CurrAddrFull = PL_CurrAddrLocID = PL_PrevAddrFull = PL_PrevAddrLocID = -99999",( str(' PL_LexID ').strip() <> '-99999' and  'P_LexIDSeenFlag' not in [0]  )or (( str(' PL_LexID ').strip() == '-99999' or  'P_LexIDSeenFlag' not in [0] ) and ( str(' PL_CurrAddrFull ').strip() == str(' PL_CurrAddrLocID ').strip() == str(' PL_PrevAddrFull ').strip() == str('PL_PrevAddrLocID ').strip() == '-99999' ) )
1602,Best PII,1504,,,"AC03 - Check that none these fields are blank: PL_CurrAddrFull, PL_CurrAddrLocID, PL_PrevAddrFull, PL_PrevAddrLocID. ",len( str(' PL_CurrAddrFull ').strip()) <> 0 
1603,Best PII,1504,,,"AC03 - Check that none these fields are blank: PL_CurrAddrFull, PL_CurrAddrLocID, PL_PrevAddrFull, PL_PrevAddrLocID. ",len( str(' PL_CurrAddrLocID ').strip()) <> 0 
1604,Best PII,1504,,,"AC03 - Check that none these fields are blank: PL_CurrAddrFull, PL_CurrAddrLocID, PL_PrevAddrFull, PL_PrevAddrLocID. ",len( str(' PL_PrevAddrFull ').strip()) <> 0 
1605,Best PII,1504,,,"AC03 - Check that none these fields are blank: PL_CurrAddrFull, PL_CurrAddrLocID, PL_PrevAddrFull, PL_PrevAddrLocID. ",len( str(' PL_PrevAddrLocID ').strip()) <> 0 
1606,Best PII,1504,,,AC04 - Check that when PL_CurrAddrFull = -99998 then PL_CurrAddrLocID = -99998.,( str(' PL_CurrAddrFull ').strip() <> '-99998' )or ( str(' PL_CurrAddrFull ').strip() == '-99998' and PL_CurrAddrLocID == -99998 )
1607,Best PII,1504,,,AC05 - Check that when PL_PrevAddrFull = -99998 then PL_PrevAddrLocID = -99998.,( str(' PL_PrevAddrFull ').strip() <> '-99998' )or ( str(' PL_PrevAddrFull ').strip() == '-99998' and PL_PrevAddrLocID == -99998 )
1608,Business Associate,291,,,"AC05 - Check that when B_LexIDLegal = -99999, all fields are -99999",( B_LexIDLegal <> -99999  ) or ( B_LexIDLegal == -99999 and BE_AssocAgeAvg2Y == BE_AssocExecAgeAvg2Y == BE_AssocNexecAgeAvg2Y == -99999 )
1609,Business Associate,291,,,"AC06 - Check when  B_LexIDLegalSeenFlag is 0, all fields are -99999 ",( B_LexIDLegalSeenFlag <> 0  ) or ( B_LexIDLegalSeenFlag == 0 and BE_AssocAgeAvg2Y == BE_AssocExecAgeAvg2Y == BE_AssocNexecAgeAvg2Y == -99999 )
1610,Business Associate,291,,,"AC08 - Check when BE_AssocCnt2Y= 0, BE_AssocAgeAvg2Y= -99998",( BE_AssocCnt2Y <> 0 ) or ( BE_AssocCnt2Y == 0 and  BE_AssocAgeAvg2Y == -99998 )
1611,Business Associate,291,,,"AC09 - Check when BE_AssocExecCnt2Y= 0, BE_AssocExecAgeAvg2Y= -99998",( BE_AssocExecCnt2Y <> 0 ) or ( BE_AssocExecCnt2Y == 0 and  BE_AssocExecAgeAvg2Y == -99998 )
1612,Business Associate,291,,,"AC10 - Check when BE_AssocNexecCnt2Y= 0, BE_AssocNexecAgeAvg2Y= -99998",( BE_AssocNexecCnt2Y <> 0 ) or ( BE_AssocNexecCnt2Y == 0 and  BE_AssocNexecAgeAvg2Y == -99998 )
1613,Business Associate,291,,,"AC11 - Check BE_AssocAgeAvg2Y, BE_AssocExecAgeAvg2Y, BE_AssocNexecAgeAvg2Y 18-120 (except for -99999, -99998, -99997)","BE_AssocAgeAvg2Y in [-99999,-99998,-99997] or BE_AssocAgeAvg2Y in range(18,121)"
1614,Business Associate,291,,,"AC11 - Check BE_AssocAgeAvg2Y, BE_AssocExecAgeAvg2Y, BE_AssocNexecAgeAvg2Y 18-120 (except for -99999, -99998, -99997)","BE_AssocExecAgeAvg2Y in [-99999,-99998,-99997] or BE_AssocExecAgeAvg2Y in range(18,121)"
1615,Business Associate,291,,,"AC11 - Check BE_AssocAgeAvg2Y, BE_AssocExecAgeAvg2Y, BE_AssocNexecAgeAvg2Y 18-120 (except for -99999, -99998, -99997)","BE_AssocNexecAgeAvg2Y in [-99999,-99998,-99997] or BE_AssocNexecAgeAvg2Y in range(18, 121)"
1616,Business Associate,291,,,"AC12 - check that if BE_AssocExecCnt2Y= 0, then BE_AssocNexecAgeAvg2Y= BE_AssocAgeAvg2Y(except for -99999, -99998, -99997)","( BE_AssocExecCnt2Y <> 0 or BE_AssocExecCnt2Y in [-99999,-99998,-99997] or BE_AssocNexecAgeAvg2Y in [-99999,-99998,-99997] or BE_AssocAgeAvg2Y in [-99999,-99998,-99997]) or ( BE_AssocExecCnt2Y == 0 and BE_AssocNexecCnt2Y not in [-99999,-99998,-99997] and BE_AssocNexecAgeAvg2Y not in [-99999,-99998,-99997] and BE_AssocAgeAvg2Y not in [-99999,-99998,-99997] and BE_AssocNexecAgeAvg2Y == BE_AssocAgeAvg2Y )"
1617,Business Associate,291,,,"AC13 - check that if BE_AssocNexecCnt2Y= 0, then BE_AssocExecAgeAvg2Y= BE_AssocAgeAvg2Y(except for -99999, -99998, -99997)","( BE_AssocNexecCnt2Y <> 0 or BE_AssocNexecCnt2Y in [-99999,-99998,-99997] or BE_AssocExecAgeAvg2Y in [-99999,-99998,-99997] or BE_AssocAgeAvg2Y in [-99999,-99998,-99997]) or ( BE_AssocNexecCnt2Y == 0 and BE_AssocNexecCnt2Y not in [-99999,-99998,-99997] and BE_AssocExecAgeAvg2Y not in [-99999,-99998,-99997] and BE_AssocAgeAvg2Y not in [-99999,-99998,-99997] and BE_AssocExecAgeAvg2Y == BE_AssocAgeAvg2Y )"
1618,Business Associate,293,,,"AC05 - Check that when B_LexIDLegal = -99999, all fields are -99999",( B_LexIDLegal <> -99999  ) or ( B_LexIDLegal == -99999 and BE_AssocWEduCollCnt2Y == BE_AssocExecWEduCollCnt2Y == BE_AssocNexecWEduCollCnt2Y == -99999 )
1619,Business Associate,293,,,"AC06 - Check when  B_LexIDLegalSeenFlag is 0, all fields are -99999 ",( B_LexIDLegalSeenFlag <> 0  ) or ( B_LexIDLegalSeenFlag == 0 and BE_AssocWEduCollCnt2Y == BE_AssocExecWEduCollCnt2Y == BE_AssocNexecWEduCollCnt2Y == -99999 )
1620,Business Associate,293,,,"AC08 - Check when BE_AssocCnt2Y= 0, BE_AssocWEduCollCnt2Y= -99998",( BE_AssocCnt2Y <> 0 ) or ( BE_AssocCnt2Y == 0 and  BE_AssocWEduCollCnt2Y == -99998 )
1621,Business Associate,293,,,"AC09 - Check when BE_AssocExecCnt2Y= 0, BE_AssocExecWEduCollCnt2Y= -99998",( BE_AssocExecCnt2Y <> 0 ) or ( BE_AssocExecCnt2Y == 0 and  BE_AssocExecWEduCollCnt2Y == -99998 )
1622,Business Associate,293,,,"AC10 - Check when BE_AssocNexecCnt2Y= 0, BE_AssocNexecWEduCollCnt2Y= -99998",( BE_AssocNexecCnt2Y <> 0 ) or ( BE_AssocNexecCnt2Y == 0 and  BE_AssocNexecWEduCollCnt2Y == -99998 )
1623,Business Associate,293,,,"AC11 - Check BE_AssocWEduCollCnt2Y, BE_AssocExecWEduCollCnt2Y, BE_AssocNexecWEduCollCnt2Y range 0 - 999999 (except for -99999, -99998)","BE_AssocWEduCollCnt2Y in [-99999,-99998] or BE_AssocWEduCollCnt2Y in range(0, 1000000)"
1624,Business Associate,293,,,"AC11 - Check BE_AssocWEduCollCnt2Y, BE_AssocExecWEduCollCnt2Y, BE_AssocNexecWEduCollCnt2Y range 0 - 999999 (except for -99999, -99998)","BE_AssocExecWEduCollCnt2Y in [-99999,-99998] or BE_AssocExecWEduCollCnt2Y in range(0, 1000000)"
1625,Business Associate,293,,,"AC11 - Check BE_AssocWEduCollCnt2Y, BE_AssocExecWEduCollCnt2Y, BE_AssocNexecWEduCollCnt2Y range 0 - 999999 (except for -99999, -99998)","BE_AssocNexecWEduCollCnt2Y in [-99999,-99998] or BE_AssocNexecWEduCollCnt2Y in range(0, 1000000)"
1626,Business Associate,293,,,"AC12 - Check BE_AssocExecWEduCollCnt2Y<= BE_AssocWEduCollCnt2Y(except for -99999, -99998)","( BE_AssocExecWEduCollCnt2Y in [-99999,-99998] or BE_AssocWEduCollCnt2Y in [-99999,-99998] ) or ((  BE_AssocExecWEduCollCnt2Y not in [-99999,-99998] or BE_AssocWEduCollCnt2Y not in [-99999,-99998] ) and ( BE_AssocExecWEduCollCnt2Y <= BE_AssocWEduCollCnt2Y ))"
1627,Business Associate,293,,,"AC13 - Check BE_AssocNexecWEduCollCnt2Y<= BE_AssocWEduCollCnt2Y(except for -99999, -99998)","( BE_AssocNexecWEduCollCnt2Y in [-99999,-99998] or BE_AssocWEduCollCnt2Y in [-99999,-99998] ) or ((  BE_AssocNexecWEduCollCnt2Y not in [-99999,-99998] or BE_AssocWEduCollCnt2Y not in [-99999,-99998] ) and ( BE_AssocNexecWEduCollCnt2Y <= BE_AssocWEduCollCnt2Y ))"
1628,Business Associate,293,,,"AC14 - Check BE_AssocWEduCollCnt2Y<= BE_AssocCnt2Y (except for -99999, -99998)","( BE_AssocWEduCollCnt2Y in [-99999,-99998] or BE_AssocWEduCollCnt2Y in [-99999,-99998] ) or ((  BE_AssocCnt2Y not in [-99999,-99998] or BE_AssocCnt2Y not in [-99999,-99998] ) and ( BE_AssocWEduCollCnt2Y <= BE_AssocCnt2Y ))"
1629,Business Associate,293,,,"AC15 - Check BE_AssocExecWEduCollCnt2Y<= BE_AssocExecCnt2Y (except for -99999, -99998)","( BE_AssocExecWEduCollCnt2Y in [-99999,-99998] or BE_AssocExecWEduCollCnt2Y in [-99999,-99998] ) or ((  BE_AssocExecCnt2Y not in [-99999,-99998] or BE_AssocExecCnt2Y not in [-99999,-99998] ) and ( BE_AssocExecWEduCollCnt2Y <= BE_AssocExecCnt2Y ))"
1630,Business Associate,293,,,"AC16 - Check BE_AssocNexecWEduCollCnt2Y<= BE_AssocNexecCnt2Y(except for -99999, -99998)","( BE_AssocNexecWEduCollCnt2Y in [-99999,-99998] or BE_AssocNexecWEduCollCnt2Y in [-99999,-99998] ) or ((  BE_AssocNexecCnt2Y not in [-99999,-99998] or BE_AssocNexecCnt2Y not in [-99999,-99998] ) and ( BE_AssocNexecWEduCollCnt2Y <= BE_AssocNexecCnt2Y ))"
1631,Business Source Verification,5669,,,"AC05 - Check that when B_LexIDLegal = -99999, all fields are -99999 ",( B_LexIDLegal <> -99999  ) or ( B_LexIDLegal == -99999 and BE_VerSrcCredCntEv == BE_VerSrcBureauFlag == BE_VerSrcBureauOldDtEv == BE_VerSrcBureauOldMsncEv == -99999 )
1632,Business Source Verification,5669,,,"AC06 - Check when  B_LexIDLegalSeenFlag is 0, all fields are -99999  ",( B_LexIDLegalSeenFlag <> 0  ) or ( B_LexIDLegalSeenFlag == 0 and BE_VerSrcCredCntEv == BE_VerSrcBureauFlag == BE_VerSrcBureauOldDtEv == BE_VerSrcBureauOldMsncEv ==  -99999 )
1633,Business Source Verification,5669,,,"AC08 - Check -99998 is not returned for BE_VerSrcCredCntEv, BE_VerSrcBureauFlag",BE_VerSrcCredCntEv not in [-99998]
1634,Business Source Verification,5669,,,"AC08 - Check -99998 is not returned for BE_VerSrcCredCntEv, BE_VerSrcBureauFlag",BE_VerSrcBureauFlag not in [-99998]
1635,Business Source Verification,5669,,,"AC09 - Check -99997 is not returned for BE_VerSrcCredCntEv, BE_VerSrcBureauFlag",BE_VerSrcCredCntEv not in [-99997]
1636,Business Source Verification,5669,,,"AC09 - Check -99997 is not returned for BE_VerSrcCredCntEv, BE_VerSrcBureauFlag",BE_VerSrcBureauFlag not in [-99997]
1637,Business Source Verification,5669,,,"AC10 - Check when BE_VerSrcBureauOldDtEv = -99997, BE_VerSrcBureauOldMsncEv = -99997",( BE_VerSrcBureauOldDtEv <> -99997 ) or ( BE_VerSrcBureauOldDtEv == -99997 and BE_VerSrcBureauOldMsncEv == -99997  )
